,smiles,homo,lumo,gap,mol_wt,nhoh_ct,valence,mole_logp,tpsa,enthalpy
723,COC1(CC1)C#N,-0.275,0.0173,0.2923,97.052763844,0,38,0.68898,33.019999999999996,-324.553943
724,CN1CCC1C=O,-0.2271,-0.0282,0.199,99.068413908,0,40,-0.11060000000000003,20.310000000000002,-325.74977
725,C#CC1COC=N1,-0.2599,0.0112,0.2711,95.03711378,0,36,0.046699999999999964,21.59,-323.339929
726,COC(CO)C#C,-0.262,0.0272,0.2891,100.052429496,1,40,-0.37309999999999993,29.46,-345.591059
727,O=C1CNC1C#C,-0.2471,-0.0336,0.2135,95.03711378,1,36,-0.8394999999999999,29.1,-323.316206
728,OCCOCC=O,-0.2633,-0.0346,0.2287,104.047344116,1,42,-0.8058000000000003,46.53,-382.768212
729,N#CC1OCC=C1,-0.2685,-0.0142,0.2543,95.03711378,0,36,0.46498000000000006,33.019999999999996,-323.375417
730,N=COCCC#C,-0.2664,0.0171,0.2835,97.052763844,1,38,0.63337,33.08,-324.527601
731,CCC1(CO)CC1,-0.261,0.0729,0.3339,100.088815004,1,42,1.1689,20.23,-310.896162
732,CCCCCCO,-0.2613,0.0815,0.3428,102.104465068,1,44,1.559,20.23,-312.115851
733,CCC(C=O)C#C,-0.2523,-0.0319,0.2203,96.057514876,0,38,0.8447,17.07,-308.487001
734,OCC1COC1=N,-0.2663,0.0156,0.282,101.047678464,2,40,-0.3976300000000001,53.31,-361.697498
735,C#CCC#CC#N,-0.2855,-0.0468,0.2386,89.026549096,0,32,0.53668,23.79,-284.979905
736,O=CCCOC=O,-0.2693,-0.0434,0.2258,102.031694052,0,40,-0.25160000000000005,43.370000000000005,-381.606559
737,CCC(CO)C=O,-0.2432,-0.0154,0.2278,102.06807956,1,42,0.20380000000000004,37.3,-346.851743
738,O=C1NCC1C#N,-0.2768,0.0011,0.2778,96.032362748,1,36,-0.7440200000000001,52.89,-339.457584
739,O=CC1=CNCC1,-0.2072,-0.0281,0.1791,97.052763844,1,38,0.062499999999999944,29.1,-324.595526
740,O=CC1=CCOC1,-0.2491,-0.0663,0.1827,98.036779432,0,38,0.14189999999999992,26.3,-344.457641
741,CNC(CO)C#N,-0.2423,0.0243,0.2666,100.063662876,2,40,-0.9097200000000003,56.05,-341.818152
742,CCOCCOC,-0.2497,0.0864,0.3361,104.083729624,0,44,0.6693,18.46,-348.025549
743,CCCCNC=O,-0.249,0.0345,0.2835,101.084063972,1,42,0.5325,29.1,-327.003405
744,OCCOCC#N,-0.2773,0.0018,0.2792,101.047678464,1,40,-0.48112,53.25,-361.693536
745,C#CCNCC#N,-0.2603,0.0095,0.2699,94.053098192,1,36,-0.26722,35.82,-303.450046
746,CCN1CCC1=O,-0.2399,0.0391,0.2791,99.068413908,0,40,0.23859999999999992,20.310000000000002,-325.797174
747,N#CCC#CC#N,-0.3107,-0.0654,0.2453,90.021798064,0,32,0.42706,47.58,-301.083276
748,CCN=CNC=O,-0.2511,-0.0171,0.234,100.063662876,1,40,-0.21939999999999998,41.46,-341.858457
749,CC1COC1C#N,-0.2788,-0.0005,0.2783,97.052763844,0,38,0.54488,33.019999999999996,-324.560278
750,N=CN(C=O)C=O,-0.2644,-0.0498,0.2146,100.027277368,1,38,-0.79173,61.230000000000004,-376.596799
751,N#CC1COCO1,-0.2911,0.0021,0.2932,99.0320284,0,38,-0.11712,42.25,-360.506086
752,COCCCC#N,-0.2675,0.0355,0.303,99.068413908,0,40,0.9365800000000001,33.019999999999996,-325.774309
753,COC(CN)C#N,-0.2521,0.0163,0.2684,100.063662876,2,40,-0.5163200000000001,59.04,-341.816994
754,O=CC1CCCO1,-0.2399,-0.0212,0.2188,100.052429496,0,40,0.36429999999999996,26.3,-345.657782
755,N#CC1CC=CC1,-0.2595,0.0069,0.2663,93.057849224,0,36,1.47618,23.79,-287.463265
756,COC=NCC=O,-0.2425,-0.0217,0.2208,101.047678464,0,40,-0.14000000000000012,38.66,-361.698743
757,CC1OCC1C#C,-0.2505,0.0383,0.2888,96.057514876,0,38,0.6545,9.23,-308.458546
758,CCC1OC1C#N,-0.2968,-0.0028,0.2941,97.052763844,0,38,0.68738,36.32,-324.561814
759,O=CC(C#C)C#N,-0.2835,-0.0656,0.2179,93.021463716,0,34,-0.04172000000000009,40.86,-322.140114
760,CCC1OC1C#C,-0.2597,0.021,0.2808,96.057514876,0,38,0.7969999999999999,12.53,-308.456851
761,N#CC1CC1C#N,-0.3124,-0.0116,0.3008,92.037448128,0,34,0.66966,47.58,-302.302234
762,CNC(C=O)=NC,-0.2272,-0.0657,0.1615,100.063662876,1,40,-0.5670000000000002,41.46,-341.826098
763,CCC1NC1C=O,-0.2479,-0.026,0.2219,99.068413908,1,40,-0.06430000000000019,39.010000000000005,-325.754573
764,CCC1CNC1=O,-0.2443,0.0362,0.2804,99.068413908,1,40,0.14239999999999992,29.1,-325.797507
765,CCN1CC1C=O,-0.2399,-0.0295,0.2103,99.068413908,0,40,-0.11060000000000003,20.08,-325.745414
766,COC1CC1OC,-0.2344,0.0853,0.3197,102.06807956,0,42,0.4200999999999999,18.46,-346.795849
767,CC1OCC1C=O,-0.2491,-0.0339,0.2153,100.052429496,0,40,0.22019999999999995,26.3,-345.634051
768,N=C1CCN1C=O,-0.2572,-0.0271,0.2301,98.048012812,1,38,-0.1742300000000001,44.160000000000004,-340.647956
769,CCC#CCC#N,-0.2682,0.0213,0.2895,93.057849224,0,36,1.31348,23.79,-287.422639
770,CC#CCCC#N,-0.2613,0.0264,0.2878,93.057849224,0,36,1.31348,23.79,-287.429052
771,CCC(CO)OC,-0.2497,0.0738,0.3234,104.083729624,1,44,0.4037,29.46,-348.035846
772,OCC1OCC1O,-0.2467,0.0505,0.2972,104.047344116,2,42,-1.2616,49.69,-382.746605
773,OC1CCC1C=O,-0.2414,-0.0156,0.2257,100.052429496,1,40,-0.04380000000000006,37.3,-345.637034
774,COCC#CCO,-0.2508,0.0307,0.2814,100.052429496,1,40,-0.3715,29.46,-345.585219
775,OCC1(CN1)C=O,-0.2569,-0.038,0.219,101.047678464,2,40,-1.4804000000000002,59.24,-361.680276
776,CC#CC#CCO,-0.229,-0.0129,0.2161,94.041864812,1,36,0.005400000000000016,20.23,-307.255817
777,OCC1CC1CO,-0.2571,0.0737,0.3308,102.06807956,2,42,-0.39289999999999997,40.46,-346.812432
778,CCC1(CC1)C=O,-0.248,-0.0151,0.2329,98.07316494,0,40,1.3755,17.07,-309.718487
779,CCC1OCC1O,-0.2436,0.0624,0.306,102.06807956,1,42,0.15609999999999996,29.46,-346.824527
780,OCCCNC=O,-0.251,0.0328,0.2838,103.063328528,2,42,-0.8852000000000002,49.33,-362.922926
781,OCC1CCC1O,-0.2573,0.0669,0.3241,102.06807956,2,42,-0.2504000000000001,40.46,-346.822596
782,CN=COCC#N,-0.27,-0.0036,0.2665,98.048012812,0,38,0.18468000000000007,45.379999999999995,-340.622425
783,CC1CCC1C=O,-0.2434,-0.0203,0.223,98.07316494,0,40,1.2314,17.07,-309.711929
784,OCC1CC1C#N,-0.2777,0.021,0.2987,97.052763844,1,38,0.13837999999999995,44.019999999999996,-324.565829
785,OCCCCC=O,-0.2496,-0.0205,0.229,102.06807956,1,42,0.3479,37.3,-346.850643
786,CCC(CO)CO,-0.2536,0.0725,0.3261,104.083729624,2,44,-0.0028000000000000247,40.46,-348.037528
787,O=CC(C#N)C#N,-0.312,-0.0892,0.2228,94.016712684,0,34,-0.15134000000000009,64.65,-338.240045
788,CCC1(CC1)C#N,-0.2842,0.0365,0.3207,95.073499288,0,38,1.70018,23.79,-288.644315
789,O=CN1CCCC1,-0.236,0.0297,0.2656,99.068413908,0,40,0.23859999999999992,20.310000000000002,-325.810498
790,CCC1=CCCC1,-0.2239,0.0351,0.259,96.093900384,0,40,2.5067000000000004,0.0,-273.801046
791,OCC(C=O)C=O,-0.2609,-0.0564,0.2045,102.031694052,1,40,-1.0073,54.37,-381.585612
792,N#CC1(CN1)C#N,-0.3062,-0.0372,0.269,93.03269709599999,1,34,-0.6244400000000001,69.52000000000001,-318.332373
793,CC1CNC1C#N,-0.2503,0.0152,0.2655,96.06874825599999,1,38,0.11788000000000004,35.82,-304.681601
794,CCN(CC)C=O,-0.2384,0.0333,0.2717,101.084063972,0,42,0.4845999999999999,20.310000000000002,-327.000866
795,CCC1(CC1)OC,-0.2455,0.0848,0.3303,100.088815004,0,42,1.5754000000000001,9.23,-310.890614
796,COC1COC1C,-0.2449,0.0757,0.3206,102.06807956,0,42,0.42010000000000003,18.46,-346.815882
797,CCC#CCOC,-0.2421,0.0417,0.2839,98.07316494,0,40,1.0462,9.23,-309.67062
798,N#CCCCC#N,-0.331,0.0031,0.3341,94.053098192,0,36,1.20386,47.58,-303.52508
799,OCC1OCC1=O,-0.2602,-0.0407,0.2195,102.031694052,1,40,-1.0534000000000001,46.53,-381.566317
800,O=CC1(CO1)C=O,-0.2613,-0.0659,0.1954,100.016043988,0,38,-0.8468,46.67,-380.36591
801,CNC1(CC1)C#N,-0.2375,0.0296,0.2671,96.06874825599999,1,38,0.26197999999999994,35.82,-304.675576
802,COC(CO)C=O,-0.247,-0.0337,0.2134,104.047344116,1,42,-0.8074000000000001,46.53,-382.767389
803,N#CC1OCCO1,-0.2937,0.0129,0.3066,99.0320284,0,38,-0.11712,42.25,-360.505532
804,OC1COC1C=O,-0.2547,-0.0524,0.2023,102.031694052,1,40,-1.0550000000000002,46.53,-381.557761
805,O=C1NCC1C#C,-0.247,0.0227,0.2697,95.03711378,1,36,-0.6344000000000001,29.1,-323.351703
806,C#CCOCC#C,-0.2612,0.0115,0.2727,94.041864812,0,36,0.2694,9.23,-307.214638
807,CCCCOC=O,-0.2765,0.01,0.2865,102.06807956,0,42,0.9595,26.3,-346.875352
808,COCCCOC,-0.2498,0.087,0.3367,104.083729624,0,44,0.6693,18.46,-348.02097
809,O=C1COC1C#C,-0.2579,-0.043,0.2149,96.021129368,0,36,-0.41249999999999987,26.3,-343.195103
810,CC1COC1CO,-0.2454,0.0659,0.3113,102.06807956,1,42,0.013600000000000001,29.46,-346.82266
811,OCC1(CO)CO1,-0.2554,0.0582,0.3136,104.047344116,2,42,-1.2600000000000002,52.99,-382.747166
812,O=CC1(CC1)C=O,-0.2514,-0.0358,0.2156,98.036779432,0,38,0.1644,34.14,-344.456451
813,O=CC#CCC#N,-0.2835,-0.0801,0.2034,93.021463716,0,34,0.10237999999999992,40.86,-322.150518
814,CNC(C=O)C=O,-0.2483,-0.046,0.2024,101.047678464,1,40,-1.0278000000000003,46.17,-361.696419
815,OCC#CCC#C,-0.2507,0.027,0.2778,94.041864812,1,36,0.005399999999999849,20.23,-307.229215
816,N=CN1CCC1=O,-0.251,-0.0212,0.2298,98.048012812,1,38,-0.1742300000000001,44.160000000000004,-340.646984
817,C#CC1=CCCC1,-0.2236,-0.0137,0.2099,92.062600256,0,36,1.7299,0.0,-271.364465
818,C#CCCCC#N,-0.2743,0.0209,0.2953,93.057849224,0,36,1.31348,23.79,-287.418211
819,N#CC1=NCCO1,-0.2767,-0.0575,0.2192,96.032362748,0,36,-0.06131999999999993,45.379999999999995,-339.445874
820,CNC(C=O)C#C,-0.2294,-0.035,0.1943,97.052763844,1,38,-0.5935000000000001,29.1,-324.520703
821,CCOCCCO,-0.2495,0.0784,0.3279,104.083729624,1,44,0.40530000000000005,29.46,-348.033379
822,CCOCCC#N,-0.2722,0.0335,0.3056,99.068413908,0,40,0.9365800000000001,33.019999999999996,-325.780056
823,C#CC1(CN1)C#N,-0.2705,-0.0122,0.2584,92.037448128,1,34,-0.51482,45.730000000000004,-302.231299
824,C#CC1(CO1)C#N,-0.2923,-0.0305,0.2617,93.021463716,0,34,-0.08782000000000006,36.32,-322.10814
825,N#CC1CCCC1,-0.3087,0.0392,0.3479,95.073499288,0,38,1.70018,23.79,-288.670499
826,N#CC1=NCCN1,-0.2471,-0.0482,0.1989,95.04834715999999,1,36,-0.4883199999999998,48.18,-319.56903
827,O=C1COC1C#N,-0.2904,-0.0656,0.2248,97.016378336,0,36,-0.5221199999999999,50.09,-359.297855
828,CCCN=COC,-0.2421,0.0279,0.27,101.084063972,0,42,1.0711,21.59,-326.961383
829,COCCNC=O,-0.2485,0.0346,0.283,103.063328528,1,42,-0.6212000000000002,38.33,-362.918913
830,OCC1(CN1)C#N,-0.2799,0.0127,0.2926,98.048012812,2,38,-1.15572,65.96000000000001,-340.601198
831,OCC(CO)C#N,-0.2804,0.0155,0.2959,101.047678464,2,40,-0.8892200000000001,64.25,-361.705844
832,O=CC1(CC1)C#N,-0.2811,-0.0517,0.2295,95.03711378,0,36,0.48908,40.86,-323.381548
833,OC1CCC1C#N,-0.2787,0.0209,0.2996,97.052763844,1,38,0.28088,44.019999999999996,-324.572218
834,CC#CCOC=O,-0.2675,0.0018,0.2694,98.036779432,0,38,0.18270000000000008,26.3,-344.437542
835,CCC(OC)C#N,-0.2858,0.0187,0.3045,99.068413908,0,40,0.93498,33.019999999999996,-325.774796
836,O=CC1OCC=C1,-0.2331,-0.0293,0.2039,98.036779432,0,38,0.14029999999999998,26.3,-344.447672
837,C#CC1(CO1)C#C,-0.2651,-0.0069,0.2583,92.026214748,0,34,0.02179999999999993,12.53,-306.00503
838,OCCOCCO,-0.267,0.0698,0.3369,106.06299418,2,44,-1.0124,49.69,-383.960446
839,C#CC1=CCOC1,-0.231,-0.0258,0.2052,94.041864812,0,36,0.5762,9.23,-307.279941
840,O=CCCCC=O,-0.2532,-0.037,0.2161,100.052429496,0,40,0.5545,34.14,-345.664213
841,OCC(CO)C=O,-0.2506,-0.0217,0.2288,104.047344116,2,42,-1.2139000000000002,57.53,-382.772347
842,CCCOCCO,-0.2596,0.0845,0.3441,104.083729624,1,44,0.40530000000000005,29.46,-348.037644
843,CC#CCOC=N,-0.2602,0.02,0.2803,97.052763844,1,38,0.63337,33.08,-324.534059
844,CCCC#CC#N,-0.2828,-0.0362,0.2467,93.057849224,0,36,1.31348,23.79,-287.431627
845,COCCC#CC,-0.2435,0.0616,0.305,98.07316494,0,40,1.0462,9.23,-309.67687
846,CCCOCC#N,-0.2818,0.0112,0.293,99.068413908,0,40,0.93658,33.019999999999996,-325.771247
847,N#CC1CCCO1,-0.2766,0.0216,0.2982,97.052763844,0,38,0.6889799999999999,33.019999999999996,-324.586707
848,COC1CNC1=O,-0.2332,0.0234,0.2566,101.047678464,1,40,-0.8688,38.33,-361.707876
849,CN=C1OCC1N,-0.2412,0.0239,0.2651,100.063662876,2,40,-0.6277999999999999,47.61,-341.810173
850,CC#CC#CC=O,-0.2579,-0.0807,0.1772,92.026214748,0,34,0.21200000000000002,17.07,-306.072606
851,O=COCCC#C,-0.2789,0.0011,0.28,98.036779432,0,38,0.18270000000000008,26.3,-344.431387
852,CC#CCCCO,-0.2409,0.0626,0.3035,98.07316494,1,40,0.7822,20.23,-309.683182
853,CC#CCNC=O,-0.2463,0.0259,0.2722,97.052763844,1,38,-0.2442999999999999,29.1,-324.567847
854,CCC1=CCOC1,-0.2246,0.0237,0.2483,98.07316494,0,40,1.353,9.23,-309.717959
855,OCCCOC=N,-0.2605,0.0222,0.2827,103.063328528,2,42,-0.007529999999999981,53.31,-362.889997
856,CCCCCC#N,-0.3144,0.038,0.3523,97.08914935199999,0,40,2.09028,23.79,-289.86261
857,O=CNCCC#C,-0.2544,0.0225,0.2769,97.052763844,1,38,-0.24429999999999996,29.1,-324.560115
858,O=CC1=NCCN1,-0.2324,-0.0685,0.1639,98.048012812,1,38,-0.8130000000000002,41.46,-340.648424
859,COC1CC1C=O,-0.2424,-0.0177,0.2247,100.052429496,0,40,0.22019999999999995,26.3,-345.628148
860,N=CN(C=N)C=N,-0.245,-0.0173,0.2278,98.05924619199999,3,38,0.1096100000000001,74.79,-336.815073
861,O=CN1CCC=C1,-0.211,-0.0019,0.2091,97.052763844,0,38,0.36219999999999997,20.310000000000002,-324.604782
862,COC1(CO)CC1,-0.252,0.08,0.3321,102.06807956,1,42,0.1577,29.46,-346.813011
863,OC1COC1C#C,-0.2541,0.0219,0.2759,98.036779432,1,38,-0.6207,29.46,-344.374529
864,CCC1(CO)CO1,-0.2577,0.0737,0.3314,102.06807956,1,42,0.1577,32.76,-346.823493
865,C#CC1(CC1)C#N,-0.2669,0.0064,0.2733,91.04219916,0,34,0.9233799999999999,23.79,-286.196098
866,COC1=NCCN1,-0.214,0.0625,0.2764,100.063662876,1,40,-0.4080000000000001,33.62,-341.841373
867,OCC1CC=CC1,-0.2329,0.0324,0.2653,98.07316494,1,40,0.9449,20.23,-309.71771
868,OCC(C#C)C#C,-0.2613,0.0259,0.2872,94.041864812,1,36,-0.13870000000000005,20.23,-307.229131
869,C#CCOCC#N,-0.2789,-0.0091,0.2698,95.03711378,0,36,0.15977999999999998,33.019999999999996,-323.319998
870,OCC1CC1C=O,-0.2483,-0.0195,0.2288,100.052429496,1,40,-0.18630000000000013,37.3,-345.633344
871,OCC(CO)C#C,-0.2508,0.0459,0.2967,100.052429496,2,40,-0.7796000000000001,40.46,-345.599795
872,CCN1CC1C#C,-0.2287,0.0347,0.2634,95.073499288,0,38,0.3237000000000001,3.01,-288.567741
873,OCC1(CO1)C#N,-0.2923,-0.0035,0.2888,99.0320284,1,38,-0.72872,56.55,-360.480845
874,C#CC1(CC1)C#C,-0.2386,0.0281,0.2667,90.046950192,0,34,1.033,0.0,-270.08914
875,CN=C1CN=CN1,-0.226,-0.0054,0.2206,97.06399722399999,1,38,-0.35380000000000006,36.75,-320.767895
876,N#CC1NCC=C1,-0.2395,-0.0034,0.236,94.053098192,1,36,0.03797999999999996,35.82,-303.496615
877,COC(C=O)C#N,-0.2837,-0.0601,0.2236,99.0320284,0,38,-0.2761199999999999,50.09,-360.499319
878,CCC#CC#CC,-0.2254,0.0015,0.2269,92.062600256,0,36,1.4231,0.0,-271.342072
879,CN=COCCO,-0.2554,0.0191,0.2745,103.063328528,1,42,-0.34659999999999996,41.82,-362.890528
880,N=COCCC=O,-0.2634,-0.0367,0.2267,101.047678464,1,40,0.19906999999999986,50.15,-361.703002
881,COC1(CC1)C#C,-0.242,0.0377,0.2797,96.057514876,0,38,0.7986,9.23,-308.446934
882,CNC(C#C)C#N,-0.2564,0.0002,0.2566,94.053098192,1,36,-0.26882000000000006,35.82,-303.444512
883,O=CC1(CO1)C#N,-0.2918,-0.0778,0.2141,97.016378336,0,36,-0.52212,53.39,-359.287702
884,OCCCCC#C,-0.2594,0.0554,0.3149,98.07316494,1,40,0.7822,20.23,-309.673244
885,OCC1OC1C#N,-0.2867,-0.0108,0.2759,99.0320284,1,38,-0.7303200000000001,56.55,-360.480973
886,CNC1COC1=O,-0.2386,0.0057,0.2443,101.047678464,1,40,-0.8688000000000002,38.33,-361.710514
887,COC1CC1C#C,-0.231,0.0483,0.2793,96.057514876,0,38,0.6545,9.23,-308.446917
888,CCCOC=NC,-0.2451,0.0279,0.273,101.084063972,0,42,1.0711,21.59,-326.967669
889,O=CC1OC1C#N,-0.284,-0.0679,0.2161,97.016378336,0,36,-0.52372,53.39,-359.2893
890,N#CC1NC1C#N,-0.3126,-0.0258,0.2868,93.03269709599999,1,34,-0.6260400000000002,69.52000000000001,-318.333546
891,CCC1OC1CC,-0.2561,0.0979,0.354,100.088815004,0,42,1.5737999999999999,12.53,-310.901859
892,OCCNCC#N,-0.2443,0.0265,0.2708,100.063662876,2,40,-0.90812,56.05,-341.817888
893,O=C1CCC1C#N,-0.2701,-0.0478,0.2223,95.03711378,0,36,0.48908,40.86,-323.388835
894,O=CCOCC#C,-0.2616,-0.0322,0.2294,98.036779432,0,38,-0.16489999999999994,26.3,-344.395504
895,O=CC1NC1C=O,-0.2638,-0.0506,0.2132,99.0320284,1,38,-1.2754000000000003,56.080000000000005,-360.487668
896,COC=NCC#C,-0.25,0.0199,0.2699,97.052763844,0,38,0.2943,21.59,-324.519114
897,CCOCCC=O,-0.2534,-0.025,0.2284,102.06807956,0,42,0.6119000000000001,26.3,-346.847691
898,COCC#CC=O,-0.2685,-0.0629,0.2057,98.036779432,0,38,-0.16490000000000005,26.3,-344.401963
899,COCCOC=O,-0.2703,0.015,0.2853,104.047344116,0,42,-0.19419999999999993,35.53,-382.78909
900,OC1CNC1C#N,-0.2601,0.0091,0.2692,98.048012812,2,38,-1.1573200000000001,56.05,-340.605162
901,N#CC1=CCCC1,-0.2596,-0.039,0.2206,93.057849224,0,36,1.62028,23.79,-287.471027
902,OCC1CC1C#C,-0.2406,0.0494,0.29,96.057514876,1,38,0.248,20.23,-308.454291
903,O=CC1OC1C#C,-0.2644,-0.0483,0.2161,96.021129368,0,36,-0.4140999999999999,29.6,-343.187683
904,CCC1NC1C#C,-0.2449,0.0377,0.2826,95.073499288,1,38,0.36999999999999994,21.94,-288.574347
905,OCC(C=O)C#C,-0.2526,-0.0323,0.2204,98.036779432,1,38,-0.573,37.3,-344.407881
906,CCC1OCC1=O,-0.2563,-0.0314,0.2249,100.052429496,0,40,0.36430000000000007,26.3,-345.645775
907,O=CCCCC#N,-0.2655,-0.0377,0.2278,97.052763844,0,38,0.87918,40.86,-324.595099
908,COCCCC=O,-0.2517,-0.0215,0.2302,102.06807956,0,42,0.6119000000000001,26.3,-346.84343
909,CCCCC#CC,-0.2394,0.0648,0.3042,96.093900384,0,40,2.1999000000000004,0.0,-273.763597
910,COC(C=O)C=O,-0.2513,-0.0542,0.197,102.031694052,0,40,-0.6008,43.370000000000005,-381.576619
911,CCC1(CC)CC1,-0.2621,0.0816,0.3437,98.109550448,0,42,2.5866000000000007,0.0,-274.974428
912,CC#CCCC=O,-0.2453,-0.0257,0.2196,96.057514876,0,38,0.9888,17.07,-308.497264
913,CC#CCC#CC,-0.2384,0.0491,0.2875,92.062600256,0,36,1.4231,0.0,-271.32618
914,C#CC1COCO1,-0.2631,0.0249,0.2881,98.036779432,0,38,-0.007500000000000062,18.46,-344.400642
915,O=CC1(CN1)C#N,-0.294,-0.0677,0.2263,96.032362748,1,36,-0.9491200000000002,62.800000000000004,-339.416924
916,CCC1NCC1=O,-0.242,-0.0236,0.2184,99.068413908,1,40,-0.06270000000000014,29.1,-325.765331
917,COC1COC1=N,-0.2561,0.0144,0.2705,101.047678464,1,40,0.008869999999999878,42.31,-361.684122
918,COCC#CC#N,-0.2798,-0.0517,0.2281,95.03711378,0,36,0.15977999999999998,33.019999999999996,-323.335527
919,CCC1COC1C,-0.2393,0.0836,0.3229,100.088815004,0,42,1.4313,9.23,-310.900085
920,CCC1(CO1)C#C,-0.261,0.0257,0.2867,96.057514876,0,38,0.7986,12.53,-308.456258
921,C#CC1NC1C#C,-0.248,0.018,0.266,91.04219916,1,34,-0.40680000000000005,21.94,-286.126216
922,OCC1(CC1)C#N,-0.2839,0.0232,0.3071,97.052763844,1,38,0.28248,44.019999999999996,-324.565309
923,OCC1CN1C=O,-0.2473,0.0124,0.2597,101.047678464,1,40,-1.1807,40.31,-361.686627
924,N#CC1=CCOC1,-0.2584,-0.0526,0.2058,95.03711378,0,36,0.46657999999999994,33.019999999999996,-323.384306
925,O=C1CNC1C#N,-0.2744,-0.0547,0.2197,96.032362748,1,36,-0.94912,52.89,-339.421345
926,C#CC1NC1C#N,-0.2735,-0.0033,0.2702,92.037448128,1,34,-0.5164200000000001,45.730000000000004,-302.231605
927,CCOCCC#C,-0.2563,0.0554,0.3118,98.07316494,0,40,1.0462,9.23,-309.67156
928,O=CC1NC1C#N,-0.2718,-0.0518,0.22,96.032362748,1,36,-0.9507200000000002,62.800000000000004,-339.412169
929,CCCC#CCO,-0.2407,0.0378,0.2785,98.07316494,1,40,0.7822,20.23,-309.67811
930,O=CC1(CC1)C#C,-0.2564,-0.0315,0.2249,94.041864812,0,36,0.5987,17.07,-307.275476
931,C#CCCCC#C,-0.2579,0.0391,0.297,92.062600256,0,36,1.4231,0.0,-271.309776
932,N#CC1(CO1)C#N,-0.3402,-0.0566,0.2836,94.016712684,0,34,-0.19744000000000006,60.11,-338.207212
933,OC(C#N)C1CN1,-0.2647,-0.0043,0.2604,98.048012812,2,38,-1.1573200000000001,65.96,-340.5988
934,OCC1COC=N1,-0.2525,0.0103,0.2628,101.047678464,1,40,-0.5942000000000001,41.82,-361.712712
935,OC(C=O)C1CN1,-0.2491,-0.0448,0.2043,101.047678464,2,40,-1.482,59.239999999999995,-361.679584
936,CNC(=O)C1CO1,-0.2484,0.0172,0.2656,101.047678464,1,40,-0.8688000000000002,41.63,-361.711865
937,OC(C#C)C1CO1,-0.2633,0.0211,0.2845,98.036779432,1,38,-0.6207,32.76,-344.372033
938,O=C(C#C)C1CC1,-0.2632,-0.0572,0.206,94.041864812,0,36,0.5987,17.07,-307.277592
939,OCC1CCC=C1,-0.2333,0.0308,0.2641,98.07316494,1,40,0.9449,20.23,-309.717722
940,CCC(=O)C1CC1,-0.2414,-0.0067,0.2347,98.07316494,0,40,1.3755,17.07,-309.727211
941,N=C(C=O)N1CC1,-0.2549,-0.0675,0.1874,98.048012812,1,38,-0.52183,43.93,-340.603977
942,COC1CCCO1,-0.2588,0.0883,0.3471,102.06807956,0,42,0.7693,18.46,-346.852134
943,CC(C=O)C1CO1,-0.2542,-0.0281,0.2261,100.052429496,0,40,0.22019999999999995,29.6,-345.629561
944,OCC1OCCO1,-0.2475,0.0774,0.3248,104.047344116,1,42,-0.6484000000000001,38.69,-382.775345
945,NC(C#N)C1CO1,-0.2749,0.0215,0.2964,98.048012812,2,38,-0.7639200000000002,62.34,-340.602879
946,CC(C=O)N1CC1,-0.2482,-0.0238,0.2244,99.068413908,0,40,-0.11060000000000003,20.08,-325.743555
947,O=C(C#C)C1CN1,-0.2632,-0.07,0.1933,95.03711378,1,36,-0.8395000000000001,39.010000000000005,-323.316972
948,NC(C#N)C1CN1,-0.2568,0.0152,0.272,97.06399722399999,3,38,-1.1909200000000002,71.75,-320.717689
949,O=CC(=O)C1CN1,-0.2605,-0.1046,0.156,99.0320284,1,38,-1.2738000000000003,56.08,-360.492171
950,OCC1CCCC1,-0.2615,0.0796,0.341,100.088815004,1,42,1.1689,20.23,-310.92397
951,CCC(=O)C1CN1,-0.2556,-0.0214,0.2342,99.068413908,1,40,-0.06269999999999992,39.010000000000005,-325.767237
952,OCC1OCC=C1,-0.2359,0.0086,0.2445,100.052429496,1,40,-0.06630000000000003,29.46,-345.641536
953,CCC1CCOC1,-0.2377,0.0819,0.3196,100.088815004,0,42,1.4329,9.23,-310.921993
954,OC(C=O)C1CO1,-0.2762,-0.0452,0.231,102.031694052,1,40,-1.0550000000000002,49.83,-381.558384
955,CCC1COC=N1,-0.2467,0.0231,0.2697,99.068413908,0,40,0.8235,21.59,-325.788975
956,CCC(=O)N1CC1,-0.2451,0.0086,0.2537,99.068413908,0,40,0.23860000000000003,20.08,-325.772737
957,CN(C=O)C1CC1,-0.2393,0.0279,0.2672,99.068413908,0,40,0.237,20.310000000000002,-325.775871
958,OCC1COCO1,-0.257,0.08,0.3371,104.047344116,1,42,-0.6484000000000001,38.69,-382.771832
959,CCC1COCO1,-0.2521,0.088,0.34,102.06807956,0,42,0.7693,18.46,-346.849627
960,CNC(=O)C1CC1,-0.2445,0.0356,0.2801,99.068413908,1,40,0.14239999999999992,29.1,-325.792791
961,O=C(C#C)C1CO1,-0.2701,-0.0702,0.1999,96.021129368,0,36,-0.4125000000000001,29.6,-343.191695
962,CNC(=O)N1CC1,-0.241,0.0411,0.2821,100.063662876,1,40,-0.35860000000000003,32.11,-341.834009
963,CC(C#N)C1CN1,-0.2571,0.0244,0.2815,96.06874825599999,1,38,0.11788000000000004,45.730000000000004,-304.679319
964,CC(C=O)C1CC1,-0.2424,-0.0173,0.2251,98.07316494,0,40,1.2314,17.07,-309.708964
